audit_timestamp,payment_id,order_id,payment_amount,status,exception_type,settlement_id,settlement_amount,match_method,risk_level,auto_resolvable,recommended_action,decision_explanation
2026-08-25T21:34:40,PAY0032,ORD0032,4999,MATCHED,,SET0032,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0032 matched settlement SET0032 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0033,ORD0033,4999,MATCHED,,SET0033,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0033 matched settlement SET0033 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0034,ORD0034,999,MATCHED,,SET0034,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0034 matched settlement SET0034 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0035,ORD0035,1999,MATCHED,,SET0035,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0035 matched settlement SET0035 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0036,ORD0036,2999,MATCHED,,SET0036,2999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0036 matched settlement SET0036 using EXACT_REFERENCE. Payment amount 2999 matches settlement amount 2999.0.
2026-08-25T21:34:40,PAY0037,ORD0037,999,MATCHED,,SET0037,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0037 matched settlement SET0037 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0038,ORD0038,499,MATCHED,,SET0038,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0038 matched settlement SET0038 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0039,ORD0039,999,MATCHED,,SET0039,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0039 matched settlement SET0039 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0040,ORD0040,799,MATCHED,,SET0040,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0040 matched settlement SET0040 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0041,ORD0041,4999,MATCHED,,SET0041,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0041 matched settlement SET0041 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0042,ORD0042,499,MATCHED,,SET0042,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0042 matched settlement SET0042 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0043,ORD0043,1999,MATCHED,,SET0043,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0043 matched settlement SET0043 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0044,ORD0044,1999,MATCHED,,SET0044,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0044 matched settlement SET0044 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0045,ORD0045,4999,MATCHED,,SET0045,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0045 matched settlement SET0045 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0046,ORD0046,1999,MATCHED,,SET0046,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0046 matched settlement SET0046 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0047,ORD0047,799,MATCHED,,SET0047,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0047 matched settlement SET0047 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0048,ORD0048,1499,MATCHED,,SET0048,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0048 matched settlement SET0048 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0049,ORD0049,999,MATCHED,,SET0049,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0049 matched settlement SET0049 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0050,ORD0050,2499,MATCHED,,SET0050,2499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0050 matched settlement SET0050 using EXACT_REFERENCE. Payment amount 2499 matches settlement amount 2499.0.
2026-08-25T21:34:40,PAY0051,ORD0051,799,MATCHED,,SET0051,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0051 matched settlement SET0051 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0052,ORD0052,1999,MATCHED,,SET0052,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0052 matched settlement SET0052 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0053,ORD0053,1499,MATCHED,,SET0053,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0053 matched settlement SET0053 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0054,ORD0054,4999,MATCHED,,SET0054,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0054 matched settlement SET0054 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0055,ORD0055,999,MATCHED,,SET0055,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0055 matched settlement SET0055 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0056,ORD0056,4999,MATCHED,,SET0056,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0056 matched settlement SET0056 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0057,ORD0057,2999,MATCHED,,SET0057,2999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0057 matched settlement SET0057 using EXACT_REFERENCE. Payment amount 2999 matches settlement amount 2999.0.
2026-08-25T21:34:40,PAY0058,ORD0058,1499,MATCHED,,SET0058,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0058 matched settlement SET0058 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0059,ORD0059,2499,MATCHED,,SET0059,2499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0059 matched settlement SET0059 using EXACT_REFERENCE. Payment amount 2499 matches settlement amount 2499.0.
2026-08-25T21:34:40,PAY0060,ORD0060,4999,MATCHED,,SET0060,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0060 matched settlement SET0060 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0061,ORD0061,1499,MATCHED,,SET0061,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0061 matched settlement SET0061 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0062,ORD0062,499,MATCHED,,SET0062,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0062 matched settlement SET0062 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0063,ORD0063,1499,MATCHED,,SET0063,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0063 matched settlement SET0063 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0064,ORD0064,499,MATCHED,,SET0064,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0064 matched settlement SET0064 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0065,ORD0065,499,MATCHED,,SET0065,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0065 matched settlement SET0065 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0066,ORD0066,1499,MATCHED,,SET0066,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0066 matched settlement SET0066 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0067,ORD0067,4999,MATCHED,,SET0067,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0067 matched settlement SET0067 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0068,ORD0068,999,MATCHED,,SET0068,999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0068 matched settlement SET0068 using EXACT_REFERENCE. Payment amount 999 matches settlement amount 999.0.
2026-08-25T21:34:40,PAY0069,ORD0069,4999,MATCHED,,SET0069,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0069 matched settlement SET0069 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0070,ORD0070,799,MATCHED,,SET0070,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0070 matched settlement SET0070 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0071,ORD0071,2999,EXCEPTION,AMOUNT_MISMATCH,SET0071,2899.0,EXACT_REFERENCE,HIGH,False,Hold transaction for manual financial review,"Payment PAY0071 has amount 2999, while settlement SET0071 has gross amount 2899.0."
2026-08-25T21:34:40,PAY0072,ORD0072,2999,EXCEPTION,AMOUNT_MISMATCH,SET0072,2899.0,EXACT_REFERENCE,HIGH,False,Hold transaction for manual financial review,"Payment PAY0072 has amount 2999, while settlement SET0072 has gross amount 2899.0."
2026-08-25T21:34:40,PAY0073,ORD0073,499,EXCEPTION,AMOUNT_MISMATCH,SET0073,399.0,EXACT_REFERENCE,HIGH,False,Hold transaction for manual financial review,"Payment PAY0073 has amount 499, while settlement SET0073 has gross amount 399.0."
2026-08-25T21:34:40,PAY0074,ORD0074,2999,EXCEPTION,AMOUNT_MISMATCH,SET0074,2899.0,EXACT_REFERENCE,HIGH,False,Hold transaction for manual financial review,"Payment PAY0074 has amount 2999, while settlement SET0074 has gross amount 2899.0."
2026-08-25T21:34:40,PAY0075,ORD0075,799,EXCEPTION,AMOUNT_MISMATCH,SET0075,699.0,EXACT_REFERENCE,HIGH,False,Hold transaction for manual financial review,"Payment PAY0075 has amount 799, while settlement SET0075 has gross amount 699.0."
2026-08-25T21:34:40,PAY0076,ORD0076,1499,EXCEPTION,MISSING_SETTLEMENT,,,REFERENCE_RECOVERY_FAILED,HIGH,False,Investigate settlement pipeline and contact payment provider if required,No settlement record was found for payment PAY0076 after exact matching and reference recovery checks.
2026-08-25T21:34:40,PAY0077,ORD0077,2999,EXCEPTION,MISSING_SETTLEMENT,,,REFERENCE_RECOVERY_FAILED,HIGH,False,Investigate settlement pipeline and contact payment provider if required,No settlement record was found for payment PAY0077 after exact matching and reference recovery checks.
2026-08-25T21:34:40,PAY0078,ORD0078,4999,EXCEPTION,MISSING_SETTLEMENT,,,REFERENCE_RECOVERY_FAILED,HIGH,False,Investigate settlement pipeline and contact payment provider if required,No settlement record was found for payment PAY0078 after exact matching and reference recovery checks.
2026-08-25T21:34:40,PAY0079,ORD0079,4999,EXCEPTION,MISSING_SETTLEMENT,,,REFERENCE_RECOVERY_FAILED,HIGH,False,Investigate settlement pipeline and contact payment provider if required,No settlement record was found for payment PAY0079 after exact matching and reference recovery checks.
2026-08-25T21:34:40,PAY0080,ORD0080,499,EXCEPTION,MISSING_SETTLEMENT,,,REFERENCE_RECOVERY_FAILED,HIGH,False,Investigate settlement pipeline and contact payment provider if required,No settlement record was found for payment PAY0080 after exact matching and reference recovery checks.
2026-08-25T21:34:40,PAY0081,ORD_MISSING_80,1499,EXCEPTION,MISSING_ORDER,,,ORDER_VALIDATION,HIGH,False,Investigate missing order record in source system,"Payment PAY0081 references order ORD_MISSING_80, but the order was not found in the order source data."
2026-08-25T21:34:40,PAY0082,ORD_MISSING_81,4999,EXCEPTION,MISSING_ORDER,,,ORDER_VALIDATION,HIGH,False,Investigate missing order record in source system,"Payment PAY0082 references order ORD_MISSING_81, but the order was not found in the order source data."
2026-08-25T21:34:40,PAY0083,ORD_MISSING_82,2999,EXCEPTION,MISSING_ORDER,,,ORDER_VALIDATION,HIGH,False,Investigate missing order record in source system,"Payment PAY0083 references order ORD_MISSING_82, but the order was not found in the order source data."
2026-08-25T21:34:40,PAY0084,ORD0084,2999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment PAY0084 was identified as a possible duplicate business payment based on duplicate detection rules.
2026-08-25T21:34:40,PAY0085,ORD0085,1999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment PAY0085 was identified as a possible duplicate business payment based on duplicate detection rules.
2026-08-25T21:34:40,PAY0086,ORD0086,2999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment PAY0086 was identified as a possible duplicate business payment based on duplicate detection rules.
2026-08-25T21:34:40,PAY0087,ORD0087,1499,MATCHED,,SET0087,1499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0087 matched settlement SET0087 using EXACT_REFERENCE. Payment amount 1499 matches settlement amount 1499.0.
2026-08-25T21:34:40,PAY0088,ORD0088,499,MATCHED,,SET0088,499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0088 matched settlement SET0088 using EXACT_REFERENCE. Payment amount 499 matches settlement amount 499.0.
2026-08-25T21:34:40,PAY0089,ORD0089,2499,MATCHED,,SET0089,2499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0089 matched settlement SET0089 using EXACT_REFERENCE. Payment amount 2499 matches settlement amount 2499.0.
2026-08-25T21:34:40,PAY0090,ORD0090,4999,MATCHED,,SET0090,4999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0090 matched settlement SET0090 using EXACT_REFERENCE. Payment amount 4999 matches settlement amount 4999.0.
2026-08-25T21:34:40,PAY0091,ORD0091,799,MATCHED,,SET0091,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0091 matched settlement SET0091 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0092,ORD0092,799,EXCEPTION,REFERENCE_MISMATCH,SET0092,799.0,REFERENCE_RECOVERY,LOW,True,Reference successfully recovered; review and update reference mapping,No exact settlement reference was found for payment PAY0092. A likely settlement SET0092 was recovered using reference recovery logic.
2026-08-25T21:34:40,PAY0093,ORD0093,799,EXCEPTION,REFERENCE_MISMATCH,SET0093,799.0,REFERENCE_RECOVERY,LOW,True,Reference successfully recovered; review and update reference mapping,No exact settlement reference was found for payment PAY0093. A likely settlement SET0093 was recovered using reference recovery logic.
2026-08-25T21:34:40,PAY0094,ORD0094,499,EXCEPTION,REFERENCE_MISMATCH,SET0094,499.0,REFERENCE_RECOVERY,LOW,True,Reference successfully recovered; review and update reference mapping,No exact settlement reference was found for payment PAY0094. A likely settlement SET0094 was recovered using reference recovery logic.
2026-08-25T21:34:40,PAY0095,ORD0095,2499,EXCEPTION,REFERENCE_MISMATCH,SET0095,2499.0,REFERENCE_RECOVERY,LOW,True,Reference successfully recovered; review and update reference mapping,No exact settlement reference was found for payment PAY0095. A likely settlement SET0095 was recovered using reference recovery logic.
2026-08-25T21:34:40,PAY0096,ORD0096,2499,MATCHED,,SET0096,2499.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0096 matched settlement SET0096 using EXACT_REFERENCE. Payment amount 2499 matches settlement amount 2499.0.
2026-08-25T21:34:40,PAY0097,ORD0097,2999,MATCHED,,SET0097,2999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0097 matched settlement SET0097 using EXACT_REFERENCE. Payment amount 2999 matches settlement amount 2999.0.
2026-08-25T21:34:40,PAY0098,ORD0098,1999,MATCHED,,SET0098,1999.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0098 matched settlement SET0098 using EXACT_REFERENCE. Payment amount 1999 matches settlement amount 1999.0.
2026-08-25T21:34:40,PAY0099,ORD0099,799,MATCHED,,SET0099,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0099 matched settlement SET0099 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,PAY0100,ORD0100,799,MATCHED,,SET0100,799.0,EXACT_REFERENCE,NONE,True,No action required,Payment PAY0100 matched settlement SET0100 using EXACT_REFERENCE. Payment amount 799 matches settlement amount 799.0.
2026-08-25T21:34:40,DUP_PAY0083,ORD0084,2999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment DUP_PAY0083 was identified as a possible duplicate business payment based on duplicate detection rules.
2026-08-25T21:34:40,DUP_PAY0084,ORD0085,1999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment DUP_PAY0084 was identified as a possible duplicate business payment based on duplicate detection rules.
2026-08-25T21:34:40,DUP_PAY0085,ORD0086,2999,EXCEPTION,DUPLICATE_PAYMENT,,,DUPLICATE_DETECTION,HIGH,False,Review duplicate transaction pair before any refund or reversal action,Payment DUP_PAY0085 was identified as a possible duplicate business payment based on duplicate detection rules.
